,PatternID,Text,Cause,Effect,cause_question,effect_question,cause_recalls,effect_recalls,cause_f1,effect_f1
1805,68,"One way is to avoid exposure to the allergens that cause your symptoms. If you are allergic to pollen, for example, you can reduce your exposure by staying inside when pollen levels are highest. Some people receive allergy shots to help prevent allergic reactions.",staying inside when pollen levels are highest,"for example, you can reduce your exposure","how can you reduce exposure to pollen ?
","what can you do if you ' re allergic to pollen ?
",0.14285714300000002,0.571428571,0.9333333333333332,0.5
1806,68,You should also learn how to check yourself for testicular cancer (see Figure 22.16). You can learn how by watching this video: MEDIA Click image to the left or use the URL below.,watching this video,You can learn how,"how can you learn how to check yourself for testicular cancer ?
","how can you check yourself for testicular cancer ?
",0.0,1.0,0.375,0.0
1807,68,"The graph in Figure 23.7 shows the stages in which the demographic transition occurred. You can learn more about the stages by watching this video: http://education-portal.com/academy/lesson/what-is-d In Stage 1, both birth and death rates were high so population growth was slow.",watching this video: http://education-portal.com/academy/lesson/what-is-d,You can learn more about the stages,"how can you learn more about the stages of the demographic transition ?
","what can you do by watching this video ?
",0.75,1.0,0.75,1.0
1808,68,"You can read about three different terrestrial biomes in Figure 23.19: tropical rainforest, temperate grassland, and tundra. You can learn more about these and other terrestrial biomes by watching this video: MEDIA Click image to the left or use the URL below.",watching this video,You can learn more about these and other terrestrial biomes,"how can you learn more about these biomes ?
","what is the benefit of watching a video about three different biomes ?
",0.666666667,0.7,0.375,0.6060606060606061
1809,68," You may be able to avoid some of the health effects of outdoor air pollution by staying indoors on high-pollution days. However, some indoor air is just as polluted as outdoor air.",staying indoors on high-pollution days,You may be able to avoid some of the health effects of outdoor air pollution,"how can you avoid the health effects of outdoor air pollution ?
","what is the benefit of staying indoors on high - pollution days ?
",0.8,0.571428571,0.6666666666666666,0.25
1810,68,Such pollution can make water dangerous for drinking or other uses. You can learn more about the problem of sewage contaminating the water in U.S. coastal communities by watching this video: MEDIA Click image to the left or use the URL below.,watching this video,You can learn more about the problem of sewage contaminating the water in U.S. coastal communities,"how can you learn more about the problem of sewage contaminating the water ?
","how can you learn about the problem of sewage contaminating water ?
",0.0,0.7142857140000001,0.375,0.0
1811,68,"There will never be a shortage of wind. Biomass energy is energy provided by burning or decomposing organic matter. For example, when garbage decomposes in a landfill, it releases methane gas.",burning or decomposing organic matter,Biomass energy is energy provided,"how is biomass energy provided ?
","what is energy provided by burning or decomposing organic matter ?
",1.0,0.8,0.9090909090909092,0.5714285714285715
1812,68,"Living things that make glucose are called autotrophs (""self feeders""). All other living things obtain glucose by eating autotrophs (or organisms that eat autotrophs). These living things are called heterotrophs (""other feeders"").",eating autotrophs (or organisms that eat autotrophs),other living things obtain glucose,"how do all other living things obtain glucose ?
","other than autotrophs , what else obtains glucose ?
",0.14285714300000002,1.0,0.4,0.6666666666666665
1813,68,"When populations get too big, disease and famine occur. These calamities control population size by killing off the weakest people. ",killing off the weakest people,These calamities control population size,"how do calamities control population size ?
","why do disease and famine occur when populations get too big ?
",0.0,0.8,0.8888888888888891,0.4615384615384615
1814,68," Scientists have learned a lot about evolution by comparing living organisms. They have compared body parts, embryos, and molecules such as DNA and proteins.",comparing living organisms,Scientists have learned a lot about evolution,"how have scientists learned about evolution ?
","what have scientists learned by comparing living organisms ?
",1.0,0.833333333,0.8571428571428571,0.6666666666666666
1815,68,"The land bridges allowed land animals to move to new areas. Some mammals adapted to the cold by evolving very large size and thick fur. An example is the woolly mammoth, shown in Figure 7.25.",evolving very large size,Some mammals adapted to the cold,"how did some mammals adapt to the cold ?
","what did the large size and thick fur of the woolly mammoth do ?
",0.5,0.8,0.6666666666666666,0.7499999999999999
1816,68," Bacteria in food or water usually can be killed by heating it to a high temperature. Generally, this temperature is at least 71 C (160 F).",heating it to a high temperature,Bacteria in food or water usually can be killed,"how can bacteria in food or water be killed ?
","what can happen to bacteria by heating it to a high temperature ?
",1.0,0.8888888890000001,0.9090909090909092,0.2
1817,68,"Bacteria come in several different shapes. The different shapes can be seen by examining bacteria under a light microscope. Therefore, its relatively easy to classify them by shape.",examining bacteria under a light microscope,The different shapes can be seen,"how can the different shapes of bacteria be seen ?
","what can be seen by examining bacteria under a light microscope ?
",1.0,1.0,0.9090909090909092,0.5714285714285715
